grid,velocity,spread_rate,lambda,T,density,X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_CH4,X_CO,X_CO2,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_N2,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO
0.0,33.000000000000014,1.2367905256955065e-19,-1945432.781651148,293.15,1.0579181626619791,0.09618320610686995,0.0,1.8946577918512e-15,0.1763358778625936,1.1126046200217588e-19,0.0,0.0,3.4824166958852587e-16,1.0708748819147055e-15,7.62168946931761e-20,1.4665990597903547e-17,5.039695191011173e-20,0.0,0.06412213740457998,3.4646889285510727e-19,3.603345578319118e-20,3.458017625211939e-20,3.24822758472747e-16,3.4053906033774876e-20,3.404983295046235e-20,2.7412095574044618e-16,4.082499950772304e-17,4.308087190319006e-18,3.6321487661145746e-20,0.0,3.2775640260250035e-20,0.0,5.577149057582953e-20,0.0,0.0,0.0,3.749051490318409e-16,0.0,0.0,4.526173456873054e-20,1.0702985235746269e-19,3.014664590059714e-16,3.5770377620386154e-20,0.0,4.620032321567649e-17,0.0,2.5273324049942954e-16,5.57704559477178e-20,0.0,3.0961075921328624e-20,3.938488376306416e-20,4.389395783312809e-20,0.663358778625951,4.402879835260475e-20,5.660222265255984e-16,0.0,2.948007929001767e-20,0.0
0.0025000000000000005,32.6517186382232,139.31254471172718,-1945432.781651148,293.15000000002203,1.0579181626618999,0.09618320610686987,0.0,2.9900942078897755e-15,0.17633587786259255,1.0326702731684726e-16,0.0,0.0,3.4778431300308526e-16,8.843674218035223e-20,0.0,2.5759967650690583e-20,0.0,0.0,0.0641221374045799,1.1573044621470087e-15,6.352510385799722e-18,1.0622506593921576e-20,3.2731070882651473e-16,0.0,0.0,2.7405367989120727e-16,1.9781182810239022e-21,4.421749430836481e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.284194259678405e-17,0.0,0.0,0.0,2.6296753616746993e-16,3.0139024222457154e-16,0.0,0.0,6.285876153977864e-21,0.0,2.526668094966763e-16,0.0,0.0,0.0,2.1318541534601852e-20,4.601740671528814e-17,0.6633587786259512,0.0,5.659718751868043e-16,0.0,0.0,0.0
0.005000000000000001,31.606874552885454,278.62508942341816,-1945432.781651148,293.15000000002317,1.0579181626618956,0.09618320610686983,1.2748729293719193e-19,2.96725520557117e-15,0.17633587786259244,6.21113560723758e-17,0.0,0.0,3.475763746723595e-16,2.5156987103108155e-23,4.2404970604294204e-24,3.870417170562989e-22,2.5690277411125674e-24,0.0,0.06412213740457987,1.1593243853448064e-15,6.568480481974236e-18,2.1662899597108905e-22,3.277539105546753e-16,5.1415623289897076e-23,5.780589987320504e-20,2.741680906988666e-16,5.9444425759820616e-24,4.546230066189709e-18,4.625190890756438e-23,0.0,5.532463860990138e-20,0.0,4.366466043191463e-22,0.0,0.0,0.0,2.2503380598334505e-17,0.0,0.0,5.240194428411787e-24,3.1453818525494023e-16,3.015193318722436e-16,8.322451614974571e-20,0.0,2.1015346920227188e-23,0.0,2.5277932693881984e-16,2.901101288461878e-23,3.4758393080615793e-22,7.862096560278476e-20,1.9024062196373226e-19,4.624087361720647e-17,0.6633587786259513,1.0464595408071796e-19,5.660565944563853e-16,0.0,5.5280523707692185e-21,0.0
0.006250000000000001,30.823241488882157,348.2813617792496,-1945432.781651148,293.15000000002345,1.057918162661895,0.09618320610686981,7.974143780982167e-20,2.9543790854251675e-15,0.17633587786259244,3.959941249548262e-17,0.0,0.0,3.4729584486370757e-16,0.0,0.0,0.0,0.0,0.0,0.06412213740457985,1.1581062360683069e-15,6.436593430746515e-18,0.0,3.274926944623034e-16,0.0,0.0,2.7409483413867837e-16,0.0,4.465862259723239e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.565828619923734e-18,0.0,0.0,0.0,3.1849159213729914e-16,3.014359814401355e-16,8.418370991396752e-21,0.0,0.0,0.0,2.52706678378181e-16,0.0,0.0,3.490402563236129e-21,1.4194185793847177e-19,4.6039908899151056e-17,0.6633587786259513,9.08310854009751e-21,5.660016476917979e-16,0.0,0.0,0.0
0.0075000000000000015,29.86546774398928,417.9376341350635,-1945432.781651148,293.1500000000236,1.057918162661894,0.09618320610686983,5.3254711154950657e-20,2.942062549183384e-15,0.17633587786259244,2.3803616857953996e-17,0.0,0.0,3.4713032240255983e-16,4.517848579937993e-24,1.0600083870238963e-24,8.420999814729743e-23,6.421954501554977e-25,0.0,0.06412213740457985,1.158346988532684e-15,6.4634708315213986e-18,4.9734048723872314e-23,3.275439028223369e-16,1.2796389654027706e-23,2.195347737484774e-21,2.741098453885913e-16,1.4622318190350623e-24,4.48233327767997e-18,1.1519436471968294e-23,0.0,1.962964788837271e-21,0.0,1.0661485237174965e-22,0.0,0.0,0.0,3.233174901817845e-18,0.0,0.0,1.3096703031976099e-24,3.139566863424264e-16,3.014530641708802e-16,2.3749682628535952e-20,0.0,5.0398029958119306e-24,0.0,2.5272156763630906e-16,7.242553242668317e-24,0.0,1.8888213377461784e-20,1.8503655882177222e-19,4.604787917824025e-17,0.6633587786259514,2.866918914100027e-20,5.660127727780649e-16,0.0,8.863617097189394e-22,0.0
0.00875,28.733553318206884,487.5939064908559,-1945432.781651148,293.1500000000237,1.0579181626618939,0.09618320610686981,3.366058605916204e-20,2.929268327730295e-15,0.17633587786259247,1.397678292442542e-17,0.0,0.0,3.469414152629894e-16,6.332495619998865e-25,1.483647803067689e-25,1.2240761696501895e-23,8.988250268973169e-26,0.0,0.06412213740457984,1.1583852577107086e-15,6.467448334895938e-18,7.901266007484716e-24,3.275531369725036e-16,1.80856796245234e-24,3.284887889477308e-21,2.74112063182878e-16,2.0480299380402332e-25,4.484731379253562e-18,1.6255258344099792e-24,0.0,3.0346869468549694e-21,0.0,1.5706799116525293e-23,0.0,0.0,0.0,1.1882143445403218e-18,0.0,0.0,1.8338498513351024e-25,3.058189900297056e-16,3.0145555131092435e-16,2.5981645485363367e-20,0.0,7.072388219823983e-25,0.0,2.5272373534945075e-16,1.0166494454818625e-24,0.0,2.1129864732837016e-20,2.1605119928768065e-19,4.602430747866165e-17,0.6633587786259515,3.152108120898237e-20,5.660142909086565e-16,0.0,2.5198228140415857e-22,0.0
0.010000000000000002,27.42749821153504,557.2501788466227,-1945432.781651148,293.1500000000237,1.0579181626618939,0.09618320610686981,2.285707296577161e-20,2.9160205891949622e-15,0.17633587786259247,8.382681727203456e-18,0.0,0.0,3.4674587309928236e-16,9.722909071718692e-25,2.279692382756207e-25,1.8447789853098825e-23,1.381108092110943e-25,0.0,0.06412213740457984,1.1584446246498646e-15,6.4737900067327025e-18,1.1558493075573169e-23,3.2756745997666306e-16,2.7649438132766205e-24,5.038770215224468e-21,2.7411562913202586e-16,3.145762406128399e-25,4.488586994804952e-18,2.487135157911459e-24,0.0,4.7321149133044334e-21,0.0,2.3513623303368153e-23,0.0,0.0,0.0,4.2603748583821406e-19,0.0,0.0,2.8171771603106326e-25,2.9604989642951247e-16,3.014595500389334e-16,2.957039006205096e-20,0.0,1.0852310956685692e-24,0.0,2.5272722075744237e-16,1.559772512110214e-24,0.0,2.473417628685682e-20,2.4978404138098624e-19,4.6002534643057513e-17,0.6633587786259515,3.6105766214818e-20,5.660167982757934e-16,0.0,3.091793161600698e-22,0.0
0.011250000000000001,25.947302423973813,626.9064512023588,-1945432.781651148,293.1500000000237,1.0579181626618939,0.09618320610686981,1.6870240428085315e-20,2.902147609505548e-15,0.17633587786259247,5.368986213235112e-18,0.0,0.0,3.4653554062289485e-16,1.6151219917422822e-25,3.7847732914236276e-26,3.109158260157486e-24,2.2928959000946462e-26,0.0,0.06412213740457984,1.158456020565039e-15,6.474954199646545e-18,2.0440112745404482e-24,3.2757137952514356e-16,4.608076312989847e-25,4.126996952696792e-21,2.741163185409117e-16,5.224043413452646e-26,4.489291636695822e-18,4.142493954534858e-25,0.0,3.865626521461613e-21,0.0,3.98422543834189e-24,0.0,0.0,0.0,1.4686093898472524e-19,0.0,0.0,4.677950548171163e-26,2.8533149891306817e-16,3.014602820262641e-16,3.022489790589777e-20,0.0,1.8035667231812666e-25,0.0,2.527278559791419e-16,2.5925256228286305e-25,0.0,2.5391616407824114e-20,2.8226737567153987e-19,4.597223405488476e-17,0.6633587786259515,3.694939721722732e-20,5.660171435700227e-16,0.0,6.855863373283067e-23,0.0
0.0125,24.29296595552329,696.5627235580588,-1945432.781651148,293.1500000000237,1.0579181626618939,0.0961832061068698,1.562867955565641e-20,2.8878926312029604e-15,0.17633587786259247,3.9637045738785156e-18,0.0,0.0,3.463661969644003e-16,1.0234142710697127e-23,2.3996995564641517e-24,1.9387884624710193e-22,1.4538141224747763e-24,0.0,0.06412213740457982,1.1591553525815039e-15,6.550097758228771e-18,1.2058294329744519e-22,3.2773237384410235e-16,2.909339180853757e-23,3.295772906865005e-20,2.7415834617848927e-16,3.3112692869032824e-24,4.535003630815054e-18,2.617191302160761e-23,0.0,3.1475888680042496e-20,0.0,2.4697208701000125e-22,0.0,0.0,0.0,7.880381085839485e-20,0.0,0.0,2.9654126860757127e-24,2.7396378363021318e-16,3.0150768558673405e-16,7.277870367466418e-20,0.0,1.1422387203469509e-23,0.0,2.5276918509170223e-16,1.6416877986345789e-23,0.0,6.812960329853783e-20,3.590454378614189e-19,4.6037263643701194e-17,0.6633587786259515,9.128083634229598e-20,5.660482151449867e-16,0.0,3.1034108162276657e-21,0.0
0.013125000000000001,23.400494965964562,731.3908597358985,-1945432.781651148,293.1500000000237,1.0579181626618939,0.0961832061068698,8.905796491791134e-21,2.879849832113164e-15,0.17633587786259247,3.1901976919268725e-18,0.0,0.0,3.461791172431125e-16,0.0,0.0,0.0,0.0,0.0,0.06412213740457982,1.1582894696234442e-15,6.456073420350903e-18,0.0,3.2754609695334033e-16,0.0,0.0,2.741060789311242e-16,0.0,4.477691280063168e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6790443889576667e-16,3.0144824989591007e-16,1.9428191397025038e-20,0.0,0.0,0.0,2.527173714737602e-16,0.0,0.0,1.4548011076519112e-20,3.230787581849083e-19,4.589546728600527e-17,0.6633587786259515,2.315055569562575e-20,5.660090209148899e-16,0.0,0.0,0.0
