distance [mm],V_n [m/s]
1.6169490295622226,-0.4197718220160856
3.233898059124445,-0.4010546467590193
4.850847088686667,-0.3790684223520536
6.46779611824889,-0.34044197877041243
8.084745147811113,-0.30971286400442677
9.701694177373335,-0.07594971599476216
11.318643206935558,0.703508472062646
12.93559223649778,3.4644971844569823
14.552541266060002,7.179472044060926
16.169490295622225,9.9839729152071
17.786439325184446,10.806929050050385
19.40338835474667,10.438013129625453
21.020337384308892,9.63101514600431
22.637286413871117,8.808803802996932
24.254235443433338,8.07112942817499
25.871184472995562,6.685925889832659
